Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",40513,11,2005-01-28,2025-09-26,127
50321,MAGEE'S BAKERY,726 E MAIN ST,40502,605,2005-05-18,2022-12-15,143
50438,MINIT MART #668,3110 RICHMOND ROAD,40509,607,2005-03-21,2023-07-12,175
50583,FAZOLI'S #1658,4204 SARON DR.,40515,605,2005-05-19,2025-09-03,94
50611,WESTERN LITTLE LEAGUE @ CARDINAL RUN & WOLF RUN PA,PO BOX 4622,40544,605,2007-01-03,2021-05-20,66
50629,LEXINGTON FAIRFIELD INN & SUITES,,40513,INN & SUITES,2025-11-06,2025-11-06,1
50631,MINIT MART #670,1070 NEWTOWN PIKE,40511,607,2005-02-04,2023-01-24,111
50640,SUNSET STRIPS,410 W. VINE STREET,40507,605,2005-05-19,2019-11-05,65
50711,LEXINGTON FAST PITCH SOFTBALL,CONSTITUTION PARK,40505,603,2006-06-01,2020-02-25,38
50715,SOUTHEASTERN  BABE RUTH(13-15),VETERANS PARK - SARON DR,40517,605,2006-05-11,2019-04-15,32
50717,ROOSTERS,2640 RICHMOND RD,40509,11,2005-03-10,2025-07-10,131
50802,SOUTH LEXINGTON YOUTH BASEBALL (4-12),3500 SHILLITO PARK DRIVE,40514,605,2012-03-28,2023-04-14,31
50945,DIXIE YOUTH BASEBALL (6-12),MARY TODD PARK,40505,603,2006-06-01,2009-04-29,3
51036,HENDERSON ECLECTIC EMPORIUM,800 E. MAIN STREET,40502,610,2014-11-25,2019-01-08,13
51071,EASTERN LITTLE LEAGUE,@ ECTON PARK & TURKEYFOOT RD.,40522,603,2008-04-07,2023-04-19,15
51188,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,40513,607,2005-02-02,2025-10-10,180
51322,ESTEPP'S SUBWAY,1951 STANTON WAY,40511,605,2005-02-15,2025-10-22,143
51398,MILK AND HONEY PRESCHOOL,2700 TODDS ROAD,40509,605,2005-02-02,2025-10-15,94
51520,DAILY GRIND,361 NEW CIRCLE ROAD N.E.,40505,605,2013-01-04,2013-06-05,3
51662,ROYAL LEXINGTON APARTMENTS - OUTDOOR,,40504,- OUTDOOR,2025-08-27,2025-08-27,1
51713,LEXINGTON BAPTIST TEMPLE DAYCARE,1100 ARMSTRONG MILL ROAD,40517,605,2005-03-08,2018-08-23,56
51715,SPEEDWAY #9334,2910 TATES CREEK RD,40502,607,2005-02-22,2025-10-16,139
51932,VERIDIAN OF LEXINGTON APARTMENTS - OUTDOOR,,40515,APARTMENTS - OUTDOOR,2025-09-16,2025-09-16,1
51944,LEXINGTON FAIRFIELD INN - INDOOR,,40513,INN - INDOOR,2025-12-09,2025-12-09,1
51962,FAYETTE COUNTY PRESCHOOL,465 SPRINGHILL DRIVE,40503,605,2005-06-07,2025-09-19,72
51963,GAME DAY SPORTS BAR,367 E MAIN ST,40507,605,2005-06-15,2013-12-02,20
52037,BURGER KING #8725,3348 CLAYS MILL RD,40503,11,2005-01-19,2025-10-14,104
52206,UNIQUE FOOD MART LLC,1396 LEESTOWN ROAD,40511,54,2005-06-28,2025-07-25,160
52248,KING OF FOOD,"208 LEGENDS LANE, STE 105",40505,605,2005-01-04,2022-05-26,127
52291,TACO BELL #16531,4191 TATES CREEK CENTRE DRIVE,40517,605,2005-05-12,2025-10-06,111
52351,CHINA KING,1497 ALEXANDRIA DR.,40504,605,2005-05-26,2022-11-11,128
52401,MARATHON,274 NEW CIRCLE ROAD NE,40505,610,2005-04-14,2025-11-05,40
52604,CENTRAL CATERING @FASIG TIPTON,2400 NEWTOWN PIKE,40511,605,2005-02-03,2012-09-27,21
52852,TONY ROMA'S,161 LEXINGTON GRN CIRCLE #A-28,40503,605,2005-06-29,2012-08-29,21
52854,SUMO,1030 S BROADWAY  STE #2,40504,11,2005-05-10,2025-10-24,203
52855,CHILDREN'S TREEHOUSE OF KNOWLEDGE,309 OHIO STREET,40508,605,2005-03-14,2025-08-19,93
53014,WOODHILL MOVIES 10,425 CODELL DRIVE,40509,605,2005-05-04,2016-04-22,27
53016,UK EARLY CHILDHOOD LABORATORY,8 ERIKSON HALL,40506,605,2005-04-21,2015-11-20,20
53502,SOUTHLAND PARK AQUATIC FAC.,HILL-N-DALE DR,40503,11,2005-07-05,2024-06-12,59
53503,WOODLAND SWIMMING POOL,PARK AVENUE,40502,605,2005-06-15,2023-08-08,57
53562,CHRIST CHURCH CATHEDRAL,166 MARKET ST,40507,605,2017-03-29,2025-08-21,34
53663,OUR MAGIC YEARS CHILDCARE CTR.,"866 GEORGETOWN ST., BLUE BLDG",40511,605,2005-03-15,2015-12-17,23
53846,TOT'S LANDING,2245 GULFSTREAM DRIVE,40504,605,2005-04-07,2023-08-14,88
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,54,2005-01-12,2025-09-29,482
53940,DONATO'S PIZZA,728 E. MAIN STREET,40502,605,2005-03-09,2025-10-03,88
53966,SWEET MAGNOLIA/DOTTIE'S PIES,1050 CHINOE SHOPPING VILLAGE,40502,605,2005-01-04,2013-10-17,21
53969,WAFFLE HOUSE #1055,3040 LAKECREST CIRCLE,40513,605,2005-02-03,2025-10-07,110
54015,NORTH BROADWAY ENTERPRISES INC,2115 N BROADWAY,40505,610,2005-06-27,2023-09-05,37
54104,FIRST CHOICE CHILD CARE CENTER,505 KINGSTON RD,40505,605,2005-02-15,2025-08-07,92
54106,LEXINGTON GOLF & TRAVEL AKA CHEETAH'S,1101 EAST NEW CIRCLE ROAD,40505,605,2005-03-29,2025-11-11,102
54276,"6 BROTHERS, INC",268 JEFFERSON STREET,40508,607,2005-02-25,2012-08-27,49
54279,LEXINGTON INN,,40505,,2025-12-04,2025-12-04,1
54282,CURRY HOUSE,2220 NICHOLASVILLE RD,40503,605,2005-02-03,2022-08-17,108
54375,THE PRETZEL TWISTER,3401 NICHOLASVILLE RD K-2,40503,605,2005-02-10,2025-08-25,107
54376,TILTED KILT PUB EATERY,"1030 S BROADWAY, STE 1",40504,11,2005-01-03,2025-07-25,60
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,11,2005-02-05,2025-08-27,152
54402,ARBY'S,5522 ATHENS-BOONESBORO ROAD,40509,605,2005-01-12,2015-01-12,34
54404,HICKORY FARMS #13261,3473 NICHOLASVILLE RD,40503,610,2005-12-06,2019-07-16,15
54410,STANDING ROOM ONLY,123 W. SIXTH ST.,40508,11,2005-04-22,2025-12-17,57
54476,SONIC 3209,1026 S BROADWAY,40504,11,2005-04-18,2024-05-08,117
54656,COLES 735 MAIN,735 EAST MAIN ST,40502,605,2005-04-14,2025-11-12,106
54852,JALAPENO'S RESTAURANT,"1030 S. BROADWAY, SUITE 200",40504,11,2005-03-24,2025-07-07,137
54921,COMMON GROUNDS,1100 S LIMESTONE ST.,40507,605,2005-03-25,2022-04-12,57
54922,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,40503,DELI,2005-01-18,2025-12-10,184
54924,CVS PHARMACY #6940,318 SOUTHLAND DRIVE,40503,610,2005-05-11,2011-04-06,11
54982,"AMERICAN MULTI-CINEMA, INC",3151 MAPLELEAF DR.,40509,605,2005-02-01,2019-10-22,70
54983,SUBWAY,210 OLD MT. TABOR RD.,40502,605,2005-02-14,2020-09-25,80
54985,MCCARTHY'S IRISH BAR,117 S UPPER ST,40507,605,2005-01-19,2025-08-22,85
55047,CHEDDAR'S #2125,3604 WALDEN DRIVE,40517,11,2005-01-03,2025-12-09,129
55114,JY KITCHEN,1006 DELAWARE AVE,40505,42,2005-06-29,2025-10-03,75
55119,"CAFE ESTELLE, DBA, ESTELLE'S HEART",900 N BROADWAY,40505,607,2005-04-21,2018-06-29,81
55166,NORTHERN CAL RIPKIN,612 BRYANWOOD PKWY,40505,605,2005-04-14,2023-05-09,52
55186,COOL NATE'S,333 NEWTOWN PIKE,40508,605,2006-03-06,2019-02-28,29
55300,PAW PAW PLANTATION,398 A CAUDILL RD,40380,610,2005-08-27,2018-06-30,11
55380,SOUTHEASTERN CAL RIPKIN VETERANS PARK,650 SOUTHPOINT DR,40515,605,2005-05-11,2022-10-12,47
55505,SUTTON'S RESTAURANT,110 N. LOCUST HILL,40509,42,2005-02-11,2025-11-26,99
55507,CVS PHARMACY #7618,3605 WALDEN DRIVE,40517,610,2005-01-03,2025-10-29,27
55582,NAGASAKI INN,435 REDDING ROAD,40517,605,2005-03-11,2014-08-16,30
55651,TENNIS & AQUATIC DAY CAMPS SHILLITO PARK,,40503,SHILLITO PARK,2025-07-24,2025-07-24,1
55660,GYROZ EATERY,393 WALLER AVE #16,40504,605,2005-02-22,2023-10-13,168
55701,JASMINE RICE THAI RESTAURANT,911 WINCHESTER RD,40505,11,2005-04-27,2024-05-22,152
55735,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,40508,605,2005-01-27,2014-09-09,28
55898,LYSA SOCCERPLEX,MASTERSON STATION PARK,40511,605,2006-05-27,2016-03-07,14
55899,LITTLE RASCALS,1410 NORTH FORBES ROAD,40511,605,2005-01-21,2014-01-29,24
56130,S-N-C MARKET AND DELI,368 OHIO STREET,40508,610,2005-11-01,2015-06-29,21
56132,DONATO'S PIZZA - BEAUMONT CTR.,3070 LAKECREST CIRCLE,40513,11,2005-01-24,2025-12-08,93
56134,BELLA NOTTE ITALIAN TRATTORIA,3715 NICHOLASVILLE RD,40503,11,2005-06-08,2025-07-15,120
56136,TOT'S LANDING,140 PROSPEROUS PLACE,40509,11,2005-02-02,2024-06-18,91
56137,LITTLE DAY ACADEMY,848 N LIMESTONE,40505,605,2005-02-08,2016-11-15,26
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,2005-02-10,2025-09-25,89
56249,"ALMOST HOME CHILDCARE, INC.",235 WALTON AVE,40502,605,2005-05-18,2015-01-08,21
56360,CHURCH OF THE GOOD SHEPHERD,533 E MAIN ST,40508,605,2017-04-03,2025-10-29,44
56507,KIDS 'R' KIDS,131 N. EAGLE CREEK,40509,605,2005-01-28,2020-10-12,73
56508,SUBWAY #18997,3061 FIELDSTONE WAY,40513,605,2005-04-04,2025-10-29,117
56509,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",40513,11,2005-01-13,2025-10-20,156
56602,BRU BURGER BAR,3010 LAKECREST CIRCLE,40513,605,2005-01-10,2025-10-13,97
56665,ST. PETER & PAUL MIDDLE SCHOOL,,40507,SCHOOL,2025-09-09,2025-09-09,1
56836,MCDONALD'S,1950 STANTON WAY,40511,605,2005-02-03,2025-10-13,104
56865,RONALD MCDONALD HOUSE,550 COOPER DRIVE,40502,605,2016-11-17,2025-09-03,42
56945,THE SAGE RABBIT,438 S ASHLAND AVE,40502,605,2005-07-11,2025-08-20,83
56946,SPEEDWAY #9395,2301 PARIS PIKE,40505,54,2005-01-12,2025-11-07,146
56948,SPEEDWAY #9398,3393 TATES CREEK RD,40502,54,2005-01-19,2025-12-11,137
57009,PENN STATION,"1080 S. BROADWAY, SUITE 101",40504,11,2005-03-23,2025-07-25,204
57053,BLAZE PIZZA,341 S LIMESTONE,40508,605,2005-01-27,2017-09-12,44
57078,LIFE BREW PUB,2628 RICHMOND RD,40509,605,2005-03-09,2018-05-10,53
57081,MARY QUEEN HOLY ROSARY SCHOOL,605 HILL N DALE,40503,SCHOOL,2016-09-06,2025-10-16,40
57177,FIT FRESH FOODS LLC,3882 MALL ROAD,40503,605,2005-03-29,2014-07-15,21
57232,QUINN CHAPEL CHILD CARE CENTER,744 CHARLES AVENUE,40508,CENTER,2005-05-06,2025-10-02,110
57407,FAMILY DOLLAR STORE #3032,1301 WINCHESTER RD STE 225,40505,#3032,2005-03-24,2025-09-22,41
57589,SAN FRANCISCO BAKERY,1930 OXFORD CIRCLE,40504,607,2005-07-27,2012-06-01,37
57642,TRUST LOUNGE,123 W. MAIN STREET,40507,605,2011-09-08,2017-01-13,14
57693,MANCINO'S,1590 -A LEESTOWN RD,40511,605,2005-04-06,2025-11-13,97
57694,HANANOKI JAPANESE STEAKHOUSE & SUSHI,3284 EAGLE VIEW LANE,40509,605,2005-04-06,2016-06-21,46
57760,SHAKESPEARE AND CO. - CHINOE,1060 CHINOE RD #104,40502,605,2005-06-28,2017-06-12,26
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,62,2005-03-03,2025-10-14,155
58029,BUFFALO WILD WINGS #15,1080 S BROADWAY,40504,11,2005-03-08,2025-11-17,99
58315,CLARK'S PUMP N SHOP NEW CIRCLE,313 NW NEW CIRCLE RD,40505,NEW CIRCLE,2005-03-07,2025-08-28,203
58508,ROSA PARKS ELEMENTARY,,40513,,2025-09-11,2025-09-11,1
58509,ROSA PARKS ELEMENTARY,1251 BEAUMONT CTR LN,40513,605,2005-04-11,2025-09-11,91
58584,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,40504,605,2005-03-03,2023-01-23,95
58668,MARATHON FOOD MART,1840 BRYAN STATION ROAD,40505,607,2005-01-04,2025-10-01,203
58671,FAMILY DOLLAR #2571,481 WEST NEW CIRCLE RD #6 & #7,40511,610,2005-04-13,2025-12-22,32
58672,FAMILY DOLLAR #1920,1600 LEESTOWN RD,40511,610,2005-01-07,2025-11-06,32
58673,VETERANS PARK ELEMENTARY SCHOOL,,40515,SCHOOL,2025-10-22,2025-10-22,1
58718,KEENELAND ENTERTAINMENT CENTER,4201 VERSAILLES RD,40510,11,2005-03-03,2024-05-30,66
58721,VETERANS PARK ELEMENTARY SCHOOL,4351 CLEARWATER WAY,40517,SCHOOL,2005-04-26,2025-10-22,86
58838,TARGET STORE 1094,1940 PAVILLION WAY,40509,607,2005-02-25,2025-09-05,143
58842,HIBARI MARKET,435 REDDING ROAD,40516,610,2005-04-05,2014-06-25,17
58942,THE BEER TRAPPE,811 EUCLID AVENUE,40508,53,2005-06-03,2025-12-19,76
59136,BLOCKBUSTER,2925 RICHMOND ROAD,40509,610,2005-02-09,2011-07-07,9
59137,FIVE GUYS,2467 NICHOLASVILLE RD STE 120,40503,11,2005-12-15,2025-11-17,71
59138,JET'S PIZZA,4222 SARON DRIVE,40515,610,2005-12-15,2022-01-11,99
59139,KOREANA RESTAURANT,2360 WOODHILL DR  B15,40509,605,2005-06-23,2025-10-15,88
59209,FAZOLI'S #1785,1840 ALYSHEBA WAY,40509,605,2005-06-20,2025-11-07,146
59210,GOLDEN BUFFET,2907 RICHMOND RD,40509,605,2005-01-04,2023-10-23,182
59239,MULLIGAN'S GARDENSIDE CAFE,1804 ALEXANDRIA DR,40504,605,2005-07-07,2013-11-20,23
59244,SPEEDWAY #9402 LA GUADALUPANA,3151 TODDS RD,40509,LA GUADALUPANA,2005-01-10,2025-09-23,175
59335,MINIT MART #663,4560 IRON WORKS PIKE,40511,607,2005-03-01,2023-03-08,272
59336,PENN STATION,2220 NICHOLASVILLE ROAD,40503,11,2005-01-26,2025-07-22,159
59379,ENCLAVE HARTLAND - OUTDOOR,,40515,,2025-08-22,2025-08-22,1
59608,COSMIC CHARLIE'S,388 WOODLAND AVENUE,40502,605,2005-01-04,2016-06-22,19
59609,LA GUADALUPANA,1533 EASTLAND PKWY. #8,40505,54,2005-03-17,2024-06-03,210
59610,SUBWAY,785 NORTH BROADWAY,40508,605,2005-03-25,2017-01-10,42
59830,MALONE'S - DRAKE'S,3347 TATES CREEK RD,40502,11,2005-04-04,2025-11-10,121
59875,PAPA JOHN'S #29,4250 SARON DR,40515,605,2005-04-26,2025-10-23,123
59949,TRADER JOE'S - STORE 627,2326 NICHOLASVILLE RD.,40503,627,2005-06-01,2025-09-09,103
59951,SOUTH LEXINGTON BABE RUTH,BASEBALL @ SHILLITO PARK,40514,603,2009-04-09,2021-04-02,12
60105,SUGANO'S,1533 EASTLAND DRIVE #7,40505,605,2005-05-05,2016-06-29,37
60137,THE PINNACLE - OUTDOOR - YEAR-ROUND,,40513,- YEAR-ROUND,2025-08-12,2025-08-12,1
60138,THE PINNACLE - OUTDOOR,,40513,,2025-08-13,2025-08-13,1
60151,CHILI'S SOUTHWEST GRILL & BAR,2851 RICHMOND RD,40509,& BAR,2005-07-05,2025-10-07,97
60153,MINIT MART #653,5521 ATHENS-BOONESBORO ROAD,40509,607,2005-05-25,2023-07-12,159
60322,WILLIAMS-SONOMA #310,@ FAYETTE MALL,40503,607,2005-02-10,2019-01-08,92
60543,T.G.I. FRIDAYS,1916 PAVILION WAY,40509,605,2005-04-12,2020-01-13,97
60544,CHUY'S,1856 ALYSHEBA WAY,40509,605,2005-01-06,2025-09-22,89
60584,COUNTRY INN & SUITES - INDOOR,,40505,- INDOOR,2025-12-11,2025-12-11,1
60603,COUNTRY INN SUITES,,40505,,2025-12-10,2025-12-10,1
60692,"ESTEPP'S FRIENDLY SHELL, INC",1907 PLAUDIT PL,40509,610,2005-02-04,2023-07-14,34
60694,SARONDIPITY LLC - ALL ABOUT KIDS,4269 SARON DR.,40515,ABOUT KIDS,2005-04-04,2025-10-14,77
60743,WENDY'S,1907 PLAUDIT PLACE - #20,40509,11,2005-02-14,2025-12-04,89
60746,ATHENS SOFTBALL COMPLEX,5789 RICHMOND RD,40509,605,2005-05-12,2018-06-28,20
60838,UK-OVID'S CAFE,WT YOUNG LIBRARY,40536,605,2005-04-21,2015-04-01,27
60841,MEIJER GREAT LAKES LP #161,2155 SIR BARTON WAY,40509,#161,2005-04-12,2025-07-25,178
60843,MEIJER GREAT LAKES #161 - GAS,2145 SIR BARTON WAY,40509,- GAS,2005-01-05,2025-11-26,120
60886,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,40503,11,2005-03-04,2025-10-13,88
60888,FARM MARKET,1079 E NEW CIRCLE RD,40505,607,2005-02-09,2025-11-21,249
61014,COLTS RUN APARTMENTS - OUTDOOR,,40509,- OUTDOOR,2025-07-29,2025-07-29,1
61047,GARDEN RIDGE,1996 PAVILLION WAY,40509,610,2005-03-11,2015-01-27,20
61072,1780'S CAFE,300 N BROADWAY,40508,605,2005-02-07,2016-04-27,20
61137,STEAK 'N SHAKE,1832 ALYSHEBA WAY,40509,11,2005-05-16,2025-07-18,139
61165,BP OIL MAPLELEAF,3100 MAPLELEAF DR,40509,610,2005-05-20,2025-11-05,115
61166,AVON MART,5693 BRIAR HILL ROAD,40516,607,2005-03-15,2023-10-27,150
61168,DOLLAR STORE DEALS    .,"3650 BOSTON ROAD, SUITE J",40514,610,2005-02-25,2015-08-18,7
61196,MCDONALD'S,1921 PLAUDIT PLACE,40509,605,2005-02-16,2025-09-05,89
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,2005-01-10,2025-09-17,95
61333,DONATO'S PIZZA,3120 MAPLELEAF DRIVE,40509,605,2005-05-16,2025-08-14,89
61335,ORANGE LEAF (BRIGHTON),3090 HELMSDALE PL,40509,605,2005-06-03,2019-12-19,82
61339,KEENELAND STAND 209,4201 VERSAILLES RD.,40544,605,2005-04-14,2023-10-11,80
61341,RAMSEY'S,3090 HELMSDALE PLACE,40509,11,2005-05-18,2025-12-04,137
61343,BARNES & NOBLE BOOKSELLERS,1932 PAVILLION WAY,40509,11,2005-01-27,2025-12-04,105
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,40504,#5187,2005-04-06,2025-11-24,129
61458,THE BRECKINRIDGE,2109 CORNERSTONE DR,40509,11,2005-01-21,2024-05-10,83
61459,BURGERFI,1816 ALYSHEBA WAY,40509,605,2005-04-06,2022-12-08,99
61611,WALMART #2628,4051 NICHOLASVILLE RD,40503,607,2005-06-14,2025-12-09,147
61612,FAMILY DOLLAR STORE #3623,393 WALLER AVE,40504,610,2005-02-16,2024-01-12,33
61613,SUBWAY,2160 SIR BARTON WAY,40509,605,2005-01-06,2025-11-10,172
61673,LEXINGTON CHRISTIAN ACADEMY,,40503,ACADEMY,2025-09-15,2025-09-15,1
61674,KIDS R KIDS,3271 BEAUMONT CENTRE CIRCLE,40513,605,2005-01-21,2025-10-29,80
61723,RITE AID #3347,130 W LOUDON AVE,40508,610,2005-03-09,2019-01-04,26
61793,OLD CHICAGO,1924 PAVILLION WAY,40509,11,2005-07-05,2025-07-30,205
61794,WIRED D C,1780 NICHOLASVILLE ROAD,40503,605,2005-03-15,2012-12-06,16
61795,VINA'S TEA ROOM,1455 LEESTOWN RD,40511,605,2005-07-26,2011-06-16,14
61796,BEAUMONT BAR & GRILL,3070 LAKECREST CIRCLE # 625,40513,605,2005-05-23,2025-10-15,87
61875,COURTYARD BY MARRIOTT,1951 PLEASANT RIDGE DRIVE,40509,605,2005-06-21,2025-08-29,195
61876,GENERAL NUTRITION CENTER #6851,2160 SIR BARTON WAY #120,40509,610,2005-01-13,2022-02-02,26
61877,COURTYARD BY MARRIOTT,,40509,,2025-11-12,2025-11-12,1
61878,"BRIDGE PIZZA, THE",393 WALLER AVE STE #5,40504,605,2005-01-06,2017-09-05,41
61879,CHINA BUFFET,3170 RICHMOND RD,40509,605,2005-06-16,2014-09-04,43
61915,WILD COUNTRY,2320 PALUMBO DR  STE #150,40509,605,2005-04-21,2013-06-19,18
62054,ATHENS MARATHON,5350 ATHENS-BOONESBORO ROAD,40509,610,2005-01-06,2016-01-26,24
62056,DEPOT DELICATESSEN,"5751 BRIAR HILL ROAD, BLD 226",40516,605,2005-04-18,2025-11-14,96
62057,FAMILY DOLLAR STORE #3739,188 E NEW CIRCLE RD,40505,#3739,2005-03-09,2025-11-21,39
62058,SAGAR INDIA MARKET,"3330 PARTNER PLACE, SUITE 148",40503,610,2005-02-25,2023-10-10,25
62077,WAFFLE HOUSE # 2299,1134 WINCHESTER ROAD,40505,605,2005-03-14,2025-09-22,76
62083,HILTON GARDEN INN,1973 PLAUDIT PLACE,40509,605,2005-01-10,2023-10-19,156
62111,MINIT MART #676,905 S LIMESTONE ST,40508,607,2005-03-17,2023-01-30,139
62112,EMBASSY SUITES LEXINGTON/UK COLDSTREAM,,40511,COLDSTREAM,2025-11-13,2025-11-13,1
62113,EMBASSY SUITES LEXINGTON/UK COLDSTREAM,1801 NEWTOWN PIKE,40511,605,2005-08-10,2023-10-04,176
62118,UK BUTCHER SHOP B49 GARRIGUS BLDG,B49 GARRIGUS BLDG,40546,B49 GARRIGUS BLDG,2005-02-15,2025-12-17,25
62124,AFTON COMMUNITY DAY,"3743 RED RIVER DRIVE, STE 1",40517,605,2005-04-12,2025-11-04,57
62127,YMCA NORTH - INDOOR SPA,,40508,SPA,2025-12-16,2025-12-16,1
62129,YMCA BEAUMONT CENTRE - OUTDOOR DIVE,,40513,- OUTDOOR DIVE,2025-07-29,2025-07-29,1
62130,YMCA BEAUMONT CENTRE - INDOOR SPA,,40513,- INDOOR SPA,2025-09-10,2025-09-10,1
62131,YMCA BEAUMONT CENTRE - INDOOR,,40513,- INDOOR,2025-12-23,2025-12-23,1
62135,LA QUINTA INN & SUITES - INDOOR GUESTHOUSE INN & SUITES - INDOOR,,40509,GUESTHOUSE INN & SUITES - INDOOR,2025-12-15,2025-12-15,1
62138,RABBIT RUN PHASE II - OUTDOOR SPA,,40503,- OUTDOOR SPA,2025-08-29,2025-08-29,1
62139,RABBIT RUN PHASE II - OUTDOOR POOL,,40503,- OUTDOOR POOL,2025-08-29,2025-08-29,1
62140,MASTERSON STATION - OUTDOOR,,40511,OUTDOOR,2025-08-12,2025-08-12,1
62141,MASTERSON STATION - OUTDOOR WADING,,40511,OUTDOOR WADING,2025-07-03,2025-07-03,1
62142,RESORT AT LAKE CROSSING - OUTDOOR,,40515,- OUTDOOR,2025-08-22,2025-08-22,1
62159,DONATO'S PIZZA,265 NEW CIRCLE ROAD,40505,605,2005-04-04,2025-11-20,87
62161,SUPER MERCADO AGUASCALIENTES 1,1424 ALEXANDRIA,40504,607,2005-06-01,2022-09-06,223
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,2005-06-15,2025-11-03,131
62191,"KIDS KARE, INC.",2094 HARRODSBURG ROAD,40503,31,2005-04-25,2025-11-10,104
62236,MCDONALD'S RESTAURANT #23458,1620 LEESTOWN ROAD,40511,#23458,2005-10-11,2025-09-22,120
62320,O'CHARLEY'S # 289,2099 HARRODSBURG ROAD,40504,605,2005-03-21,2023-04-18,110
62322,MANGO THAI,3401 NICHOLASVILLE RD #FC2,40503,11,2005-02-23,2025-10-09,147
62328,MINIT MART #667,4096 NICHOLS PARK DR,40514,607,2005-05-13,2023-03-28,191
62343,WAFFLE HOUSE # 1408,2740 RICHMOND RD,40517,605,2005-01-26,2025-10-14,160
62344,TACO BELL #20363,1935 PLAUDIT PLACE,40509,605,2005-03-16,2025-11-12,127
62379,BLUE MOON FARM-RETAIL,FARMER'S MARKET,40504,610,2005-08-27,2022-06-12,14
62481,ECO CAFE,975 E NEW CIRCLE ROAD,40505,605,2005-04-15,2019-12-06,86
62511,CHILI'S #600,108 MARKETPLACE DR,40503,605,2005-06-15,2025-10-22,93
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,LLC,2009-07-06,2025-08-26,87
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,2005-02-03,2025-12-15,200
62568,ZEN SUSHI & SAKE,3070 LAKECREST CIRCLE #500,40513,11,2005-01-18,2025-10-22,99
62651,ARBY'S #6911,1949 PLAUDIT PLACE,40509,605,2005-02-16,2025-09-03,109
62652,GOOD FOODS MARKET & CAFE,455 SOUTHLAND DRIVE,40503,CAFE,2005-05-02,2025-10-13,163
62656,WALGREENS #4892,2181 HARRODSBURG ROAD,40504,610,2005-05-26,2014-07-03,17
62657,PAPA JOHN'S #18,265 AVENUE OF CHAMPIONS,40502,11,2005-03-17,2025-10-03,126
62726,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,40508,605,2016-07-08,2025-10-13,63
62727,KENTUCKY INDOOR SOCCER & SPORTS,404 SPORTING CT,40503,605,2005-03-02,2020-03-04,67
62729,KASP AUCTION,5921 ATHENS-BOONESBORO,40509,605,2005-04-08,2018-02-15,46
62730,WALGREENS #05574,"260 NEW CIRCLE ROAD, N.E.",40505,610,2005-02-10,2023-07-28,28
62733,PAPA JOHN'S #1449,"1610 LEESTOWN ROAD, SUITE 1",40511,605,2005-02-23,2025-09-03,114
62815,LEXINGTON CATHOLIC FOOTBALL CONCESSION,2250 CLAYS MILL RD,40503,CONCESSION,2016-10-04,2025-09-16,50
62817,TSAO-CHA,"1080 SOUTH BROADWAY, SUT #201",40504,605,2021-04-08,2023-12-07,24
62827,MINIT MART #673,2420 RICHMOND ROAD,40509,607,2005-03-03,2023-07-19,161
62841,DOMINO'S,3090 HELMSDALE #300,40509,605,2005-06-14,2025-10-03,86
62842,RAFFERTY'S,1865 ALYSHEBA WAY,40509,605,2005-07-06,2025-12-08,117
62853,THE KITCHEN @ A. S. EATS,"312 S ASHLAND AVE, STE 100",40502,605,2005-09-09,2019-04-17,51
62854,LITTLE CAESARS PIZZA,3601 B WALDEN DRIVE,40517,11,2005-05-04,2025-11-14,98
62857,WAFFLE HOUSE # 1375,3601 -A WALDEN DRIVE,40517,605,2005-04-04,2025-10-17,151
62887,PAPA JOHN'S #2277-188,COMMONWEALTH STADIUM,40506,605,2005-10-29,2013-09-07,13
62888,CONCESSION #138 - PAPA JOHNS,1540 UNIVERSITY DR,40506,605,2005-10-29,2021-11-06,95
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,2019-09-10,2025-09-05,26
62914,KROGER FIELD CONCESSION #137,1540 UNIVERSITY DR,40506,#137,2005-10-29,2025-10-18,97
62915,KROGER FIELD CONCESSION #193,1540 UNIVERSITY DR,40506,#193,2005-10-29,2025-10-18,81
